29100,-0.0175,57811.3823,p,-Ir,Agerer Franz,,"D,0247,I,6244,,Sigma 1603"
29100,-0.0156,57811.5482,s,-Ir,Agerer Franz,,"D,0247,I,6244,,Sigma 1603"
31329,-0.0071,58542.2952,s,-Ir,Agerer Franz,,"D,0033,,,,Sigma 1603"
31330,-0.0044,58542.4617,p,-Ir,Agerer Franz,,"D,0033,,,,Sigma 1603"
31400,-0.0104,58565.404,p,ccd,Paschke Anton,,"D,0030,,,,50mm+ST7"
32414,-0.0024,58897.998,s,Ic,Nagai Kazuo,,"J,0069,,,,15L+ST-402"
32414,-0.0023,58897.9981,s,B,Nagai Kazuo,,"J,0069,,,,15L+ST-402"
32414,-0.0005,58897.9999,s,V,Nagai Kazuo,,"J,0069,,,,15L+ST-402"
33565,0.0025,59275.338,s,ccd,Paschke Anton,,"D,XXXX,,,,50mm+ST7"
33565,0.0025,59275.338,s,ccd,Paschke Anton,,"D,0055,,,,50mm+ST7"
33566,0.0057,59275.505,p,ccd,Paschke Anton,,"D,XXXX,,,,50mm+ST7"
33566,0.0057,59275.505,p,ccd,Paschke Anton,,"D,0055,,,,50mm+ST7"
